"","Concepto","year","mes","caja","morosidad","Mes"
"321","Créditos pequeñas empresas",2017,6,"CMAC Arequipa",7.06715304134136,2017-06-01
"322","Créditos pequeñas empresas",2017,6,"CMAC Cusco",6.02534315697738,2017-06-01
"323","Créditos pequeñas empresas",2017,6,"CMAC Huancayo",4.43629322998355,2017-06-01
"324","Créditos pequeñas empresas",2017,6,"CMAC Piura",6.86283017051497,2017-06-01
"325","PréstamosPeq",2017,6,"CMAC Arequipa",7.06715304134136,2017-06-01
"326","PréstamosPeq",2017,6,"CMAC Cusco",6.03921767378168,2017-06-01
"327","PréstamosPeq",2017,6,"CMAC Huancayo",4.42147183587211,2017-06-01
"328","PréstamosPeq",2017,6,"CMAC Piura",6.71312943215952,2017-06-01
"329","Créditos a microempresas",2017,6,"CMAC Arequipa",5.67954566057638,2017-06-01
"330","Créditos a microempresas",2017,6,"CMAC Cusco",6.06286626209635,2017-06-01
"331","Créditos a microempresas",2017,6,"CMAC Huancayo",4.70356946180531,2017-06-01
"332","Créditos a microempresas",2017,6,"CMAC Piura",5.73074998229564,2017-06-01
"333","PréstamosMicro",2017,6,"CMAC Arequipa",5.67954566057638,2017-06-01
"334","PréstamosMicro",2017,6,"CMAC Cusco",6.06491101463456,2017-06-01
"335","PréstamosMicro",2017,6,"CMAC Huancayo",4.70383687402971,2017-06-01
"336","PréstamosMicro",2017,6,"CMAC Piura",5.6668920596745,2017-06-01
"337","Créditos pequeñas empresas",2017,7,"CMAC Arequipa",7.31178017190897,2017-07-01
"338","Créditos pequeñas empresas",2017,7,"CMAC Cusco",6.07401869381206,2017-07-01
"339","Créditos pequeñas empresas",2017,7,"CMAC Huancayo",4.72089472032903,2017-07-01
"340","Créditos pequeñas empresas",2017,7,"CMAC Piura",6.93353454212213,2017-07-01
"341","PréstamosPeq",2017,7,"CMAC Arequipa",7.31178017190897,2017-07-01
"342","PréstamosPeq",2017,7,"CMAC Cusco",6.08229894722048,2017-07-01
"343","PréstamosPeq",2017,7,"CMAC Huancayo",4.7068874319579,2017-07-01
"344","PréstamosPeq",2017,7,"CMAC Piura",6.79220864864984,2017-07-01
"345","Créditos a microempresas",2017,7,"CMAC Arequipa",5.93719923585586,2017-07-01
"346","Créditos a microempresas",2017,7,"CMAC Cusco",6.15757005143995,2017-07-01
"347","Créditos a microempresas",2017,7,"CMAC Huancayo",4.86287892031472,2017-07-01
"348","Créditos a microempresas",2017,7,"CMAC Piura",6.10961095674258,2017-07-01
"349","PréstamosMicro",2017,7,"CMAC Arequipa",5.93719923585586,2017-07-01
"350","PréstamosMicro",2017,7,"CMAC Cusco",6.15954331606228,2017-07-01
"351","PréstamosMicro",2017,7,"CMAC Huancayo",4.86314415209102,2017-07-01
"352","PréstamosMicro",2017,7,"CMAC Piura",6.04417481727074,2017-07-01
"353","Créditos pequeñas empresas",2017,8,"CMAC Arequipa",7.2478126085472,2017-08-01
"354","Créditos pequeñas empresas",2017,8,"CMAC Cusco",6.1354147629068,2017-08-01
"355","Créditos pequeñas empresas",2017,8,"CMAC Huancayo",4.83615330163373,2017-08-01
"356","Créditos pequeñas empresas",2017,8,"CMAC Piura",6.90519025471481,2017-08-01
"357","PréstamosPeq",2017,8,"CMAC Arequipa",7.2478126085472,2017-08-01
"358","PréstamosPeq",2017,8,"CMAC Cusco",6.14407739633166,2017-08-01
"359","PréstamosPeq",2017,8,"CMAC Huancayo",4.82253005077658,2017-08-01
"360","PréstamosPeq",2017,8,"CMAC Piura",6.76561660392758,2017-08-01
"361","Créditos a microempresas",2017,8,"CMAC Arequipa",5.72770270158586,2017-08-01
"362","Créditos a microempresas",2017,8,"CMAC Cusco",6.11010780688424,2017-08-01
"363","Créditos a microempresas",2017,8,"CMAC Huancayo",4.93891537079798,2017-08-01
"364","Créditos a microempresas",2017,8,"CMAC Piura",6.29099221059733,2017-08-01
"365","PréstamosMicro",2017,8,"CMAC Arequipa",5.72770270158586,2017-08-01
"366","PréstamosMicro",2017,8,"CMAC Cusco",6.11193797123181,2017-08-01
"367","PréstamosMicro",2017,8,"CMAC Huancayo",4.93891537079798,2017-08-01
"368","PréstamosMicro",2017,8,"CMAC Piura",6.22366792680979,2017-08-01
"369","Créditos pequeñas empresas",2017,9,"CMAC Arequipa",7.15815899145036,2017-09-01
"370","Créditos pequeñas empresas",2017,9,"CMAC Cusco",5.64466781184414,2017-09-01
"371","Créditos pequeñas empresas",2017,9,"CMAC Huancayo",4.49886931608052,2017-09-01
"372","Créditos pequeñas empresas",2017,9,"CMAC Piura",7.09716079609027,2017-09-01
"373","PréstamosPeq",2017,9,"CMAC Arequipa",7.15815899145036,2017-09-01
"374","PréstamosPeq",2017,9,"CMAC Cusco",5.65388764081909,2017-09-01
"375","PréstamosPeq",2017,9,"CMAC Huancayo",4.48569931052958,2017-09-01
"376","PréstamosPeq",2017,9,"CMAC Piura",6.95990710502628,2017-09-01
"377","Créditos a microempresas",2017,9,"CMAC Arequipa",5.47791784656689,2017-09-01
"378","Créditos a microempresas",2017,9,"CMAC Cusco",5.91283762986777,2017-09-01
"379","Créditos a microempresas",2017,9,"CMAC Huancayo",4.55089824058349,2017-09-01
"380","Créditos a microempresas",2017,9,"CMAC Piura",6.55045601708826,2017-09-01
"381","PréstamosMicro",2017,9,"CMAC Arequipa",5.47791784656689,2017-09-01
"382","PréstamosMicro",2017,9,"CMAC Cusco",5.91283762986777,2017-09-01
"383","PréstamosMicro",2017,9,"CMAC Huancayo",4.55089824058349,2017-09-01
"384","PréstamosMicro",2017,9,"CMAC Piura",6.48401406685845,2017-09-01
"385","Créditos pequeñas empresas",2018,1,"CMAC Arequipa",6.53080662533611,2018-01-01
"386","Créditos pequeñas empresas",2018,1,"CMAC Cusco",5.45496404487507,2018-01-01
"387","Créditos pequeñas empresas",2018,1,"CMAC Huancayo",4.84035827386982,2018-01-01
"388","Créditos pequeñas empresas",2018,1,"CMAC Piura",7.36110296390594,2018-01-01
"389","PréstamosPeq",2018,1,"CMAC Arequipa",6.53080662533611,2018-01-01
"390","PréstamosPeq",2018,1,"CMAC Cusco",5.45901059909397,2018-01-01
"391","PréstamosPeq",2018,1,"CMAC Huancayo",4.83112139769326,2018-01-01
"392","PréstamosPeq",2018,1,"CMAC Piura",7.34857062974197,2018-01-01
"393","Créditos a microempresas",2018,1,"CMAC Arequipa",4.56889261156284,2018-01-01
"394","Créditos a microempresas",2018,1,"CMAC Cusco",6.11156056084235,2018-01-01
"395","Créditos a microempresas",2018,1,"CMAC Huancayo",4.63670430751903,2018-01-01
"396","Créditos a microempresas",2018,1,"CMAC Piura",7.0624335397956,2018-01-01
"397","PréstamosMicro",2018,1,"CMAC Arequipa",4.56889261156284,2018-01-01
"398","PréstamosMicro",2018,1,"CMAC Cusco",6.11156056084235,2018-01-01
"399","PréstamosMicro",2018,1,"CMAC Huancayo",4.63670430751903,2018-01-01
"400","PréstamosMicro",2018,1,"CMAC Piura",7.03287803466347,2018-01-01
"401","Créditos pequeñas empresas",2018,10,"CMAC Arequipa",7.53014227717626,2018-10-01
"402","Créditos pequeñas empresas",2018,10,"CMAC Cusco",5.3088257315759,2018-10-01
"403","Créditos pequeñas empresas",2018,10,"CMAC Huancayo",4.67167191234851,2018-10-01
"404","Créditos pequeñas empresas",2018,10,"CMAC Piura",8.50128359050399,2018-10-01
"405","PréstamosPeq",2018,10,"CMAC Arequipa",7.53014227717626,2018-10-01
"406","PréstamosPeq",2018,10,"CMAC Cusco",5.3170056690601,2018-10-01
"407","PréstamosPeq",2018,10,"CMAC Huancayo",4.66856054493237,2018-10-01
"408","PréstamosPeq",2018,10,"CMAC Piura",8.49028549945937,2018-10-01
"409","Créditos a microempresas",2018,10,"CMAC Arequipa",5.13042254461425,2018-10-01
"410","Créditos a microempresas",2018,10,"CMAC Cusco",6.47541841629276,2018-10-01
"411","Créditos a microempresas",2018,10,"CMAC Huancayo",4.58898712780887,2018-10-01
"412","Créditos a microempresas",2018,10,"CMAC Piura",5.44210303624001,2018-10-01
"413","PréstamosMicro",2018,10,"CMAC Arequipa",5.13042254461425,2018-10-01
"414","PréstamosMicro",2018,10,"CMAC Cusco",6.47758723335154,2018-10-01
"415","PréstamosMicro",2018,10,"CMAC Huancayo",4.58674064333194,2018-10-01
"416","PréstamosMicro",2018,10,"CMAC Piura",5.41647542433787,2018-10-01
"417","Créditos pequeñas empresas",2018,11,"CMAC Arequipa",7.48525651378366,2018-11-01
"418","Créditos pequeñas empresas",2018,11,"CMAC Cusco",5.01667071670109,2018-11-01
"419","Créditos pequeñas empresas",2018,11,"CMAC Huancayo",4.57050073877314,2018-11-01
"420","Créditos pequeñas empresas",2018,11,"CMAC Piura",8.53898379852565,2018-11-01
"421","PréstamosPeq",2018,11,"CMAC Arequipa",7.48525651378366,2018-11-01
"422","PréstamosPeq",2018,11,"CMAC Cusco",5.02470155473258,2018-11-01
"423","PréstamosPeq",2018,11,"CMAC Huancayo",4.56746904976808,2018-11-01
"424","PréstamosPeq",2018,11,"CMAC Piura",8.53180768415215,2018-11-01
"425","Créditos a microempresas",2018,11,"CMAC Arequipa",5.27743638368323,2018-11-01
"426","Créditos a microempresas",2018,11,"CMAC Cusco",6.37348186340821,2018-11-01
"427","Créditos a microempresas",2018,11,"CMAC Huancayo",4.52325325039563,2018-11-01
"428","Créditos a microempresas",2018,11,"CMAC Piura",5.74087507608688,2018-11-01
"429","PréstamosMicro",2018,11,"CMAC Arequipa",5.27743638368323,2018-11-01
"430","PréstamosMicro",2018,11,"CMAC Cusco",6.37424853663674,2018-11-01
"431","PréstamosMicro",2018,11,"CMAC Huancayo",4.52109085227094,2018-11-01
"432","PréstamosMicro",2018,11,"CMAC Piura",5.72295737369604,2018-11-01
"433","Créditos pequeñas empresas",2018,12,"CMAC Arequipa",6.71931188134948,2018-12-01
"434","Créditos pequeñas empresas",2018,12,"CMAC Cusco",4.55665964076056,2018-12-01
"435","Créditos pequeñas empresas",2018,12,"CMAC Huancayo",4.00163146965216,2018-12-01
"436","Créditos pequeñas empresas",2018,12,"CMAC Piura",8.66705795410261,2018-12-01
"437","PréstamosPeq",2018,12,"CMAC Arequipa",6.71931188134948,2018-12-01
"438","PréstamosPeq",2018,12,"CMAC Cusco",4.5641519908265,2018-12-01
"439","PréstamosPeq",2018,12,"CMAC Huancayo",4.00414682424532,2018-12-01
"440","PréstamosPeq",2018,12,"CMAC Piura",8.66168656315808,2018-12-01
"441","Créditos a microempresas",2018,12,"CMAC Arequipa",4.28700812604378,2018-12-01
"442","Créditos a microempresas",2018,12,"CMAC Cusco",6.46028140529758,2018-12-01
"443","Créditos a microempresas",2018,12,"CMAC Huancayo",4.07032956204714,2018-12-01
"444","Créditos a microempresas",2018,12,"CMAC Piura",5.7808689508706,2018-12-01
"445","PréstamosMicro",2018,12,"CMAC Arequipa",4.28700812604378,2018-12-01
"446","PréstamosMicro",2018,12,"CMAC Cusco",6.46104174306363,2018-12-01
"447","PréstamosMicro",2018,12,"CMAC Huancayo",4.06824732805791,2018-12-01
"448","PréstamosMicro",2018,12,"CMAC Piura",5.76259653878332,2018-12-01
"449","Créditos pequeñas empresas",2018,2,"CMAC Arequipa",6.72409276438033,2018-02-01
"450","Créditos pequeñas empresas",2018,2,"CMAC Cusco",5.52366131948796,2018-02-01
"451","Créditos pequeñas empresas",2018,2,"CMAC Huancayo",5.05666318137895,2018-02-01
"452","Créditos pequeñas empresas",2018,2,"CMAC Piura",7.57660344216821,2018-02-01
"453","PréstamosPeq",2018,2,"CMAC Arequipa",6.72409276438033,2018-02-01
"454","PréstamosPeq",2018,2,"CMAC Cusco",5.52719171111364,2018-02-01
"455","PréstamosPeq",2018,2,"CMAC Huancayo",5.0462987708587,2018-02-01
"456","PréstamosPeq",2018,2,"CMAC Piura",7.56417432985265,2018-02-01
"457","Créditos a microempresas",2018,2,"CMAC Arequipa",4.70514544208481,2018-02-01
"458","Créditos a microempresas",2018,2,"CMAC Cusco",6.27856259830833,2018-02-01
"459","Créditos a microempresas",2018,2,"CMAC Huancayo",4.894108525062,2018-02-01
"460","Créditos a microempresas",2018,2,"CMAC Piura",7.20246170660855,2018-02-01
"461","PréstamosMicro",2018,2,"CMAC Arequipa",4.70514544208481,2018-02-01
"462","PréstamosMicro",2018,2,"CMAC Cusco",6.27856259830833,2018-02-01
"463","PréstamosMicro",2018,2,"CMAC Huancayo",4.894108525062,2018-02-01
"464","PréstamosMicro",2018,2,"CMAC Piura",7.17325060631372,2018-02-01
"465","Créditos pequeñas empresas",2018,3,"CMAC Arequipa",6.96291450021608,2018-03-01
"466","Créditos pequeñas empresas",2018,3,"CMAC Cusco",5.50700796804047,2018-03-01
"467","Créditos pequeñas empresas",2018,3,"CMAC Huancayo",4.8411729974625,2018-03-01
"468","Créditos pequeñas empresas",2018,3,"CMAC Piura",7.98023240881398,2018-03-01
"469","PréstamosPeq",2018,3,"CMAC Arequipa",6.96291450021608,2018-03-01
"470","PréstamosPeq",2018,3,"CMAC Cusco",5.51264885907148,2018-03-01
"471","PréstamosPeq",2018,3,"CMAC Huancayo",4.82993000449682,2018-03-01
"472","PréstamosPeq",2018,3,"CMAC Piura",7.96809225753935,2018-03-01
"473","Créditos a microempresas",2018,3,"CMAC Arequipa",4.81650686428974,2018-03-01
"474","Créditos a microempresas",2018,3,"CMAC Cusco",6.03227316686901,2018-03-01
"475","Créditos a microempresas",2018,3,"CMAC Huancayo",4.47385616810582,2018-03-01
"476","Créditos a microempresas",2018,3,"CMAC Piura",7.43598964132268,2018-03-01
"477","PréstamosMicro",2018,3,"CMAC Arequipa",4.81650686428974,2018-03-01
"478","PréstamosMicro",2018,3,"CMAC Cusco",6.03227316686901,2018-03-01
"479","PréstamosMicro",2018,3,"CMAC Huancayo",4.47385616810582,2018-03-01
"480","PréstamosMicro",2018,3,"CMAC Piura",7.40765276991011,2018-03-01
"481","Créditos pequeñas empresas",2018,4,"CMAC Arequipa",7.06943577993108,2018-04-01
"482","Créditos pequeñas empresas",2018,4,"CMAC Cusco",5.66264608846702,2018-04-01
"483","Créditos pequeñas empresas",2018,4,"CMAC Huancayo",4.93967873932838,2018-04-01
"484","Créditos pequeñas empresas",2018,4,"CMAC Piura",7.88175197958728,2018-04-01
"485","PréstamosPeq",2018,4,"CMAC Arequipa",7.06943577993108,2018-04-01
"486","PréstamosPeq",2018,4,"CMAC Cusco",5.66860360971883,2018-04-01
"487","PréstamosPeq",2018,4,"CMAC Huancayo",4.9289729427453,2018-04-01
"488","PréstamosPeq",2018,4,"CMAC Piura",7.86970283756556,2018-04-01
"489","Créditos a microempresas",2018,4,"CMAC Arequipa",4.8252934913667,2018-04-01
"490","Créditos a microempresas",2018,4,"CMAC Cusco",6.20266758711059,2018-04-01
"491","Créditos a microempresas",2018,4,"CMAC Huancayo",4.64790166863878,2018-04-01
"492","Créditos a microempresas",2018,4,"CMAC Piura",7.67283596609801,2018-04-01
"493","PréstamosMicro",2018,4,"CMAC Arequipa",4.8252934913667,2018-04-01
"494","PréstamosMicro",2018,4,"CMAC Cusco",6.20376637003447,2018-04-01
"495","PréstamosMicro",2018,4,"CMAC Huancayo",4.64790166863878,2018-04-01
"496","PréstamosMicro",2018,4,"CMAC Piura",7.64492255875907,2018-04-01
"497","Créditos pequeñas empresas",2018,5,"CMAC Arequipa",7.16785729758045,2018-05-01
"498","Créditos pequeñas empresas",2018,5,"CMAC Cusco",5.6873664292805,2018-05-01
"499","Créditos pequeñas empresas",2018,5,"CMAC Huancayo",4.79018224980623,2018-05-01
"500","Créditos pequeñas empresas",2018,5,"CMAC Piura",7.98178300705412,2018-05-01
"501","PréstamosPeq",2018,5,"CMAC Arequipa",7.16785729758045,2018-05-01
"502","PréstamosPeq",2018,5,"CMAC Cusco",5.69428965220767,2018-05-01
"503","PréstamosPeq",2018,5,"CMAC Huancayo",4.77743101090892,2018-05-01
"504","PréstamosPeq",2018,5,"CMAC Piura",7.97746228155722,2018-05-01
"505","Créditos a microempresas",2018,5,"CMAC Arequipa",4.85494097106396,2018-05-01
"506","Créditos a microempresas",2018,5,"CMAC Cusco",6.33613894097478,2018-05-01
"507","Créditos a microempresas",2018,5,"CMAC Huancayo",4.72980282434362,2018-05-01
"508","Créditos a microempresas",2018,5,"CMAC Piura",7.75780475518291,2018-05-01
"509","PréstamosMicro",2018,5,"CMAC Arequipa",4.85494097106396,2018-05-01
"510","PréstamosMicro",2018,5,"CMAC Cusco",6.33891282258024,2018-05-01
"511","PréstamosMicro",2018,5,"CMAC Huancayo",4.72980282434362,2018-05-01
"512","PréstamosMicro",2018,5,"CMAC Piura",7.73096459651264,2018-05-01
"513","Créditos pequeñas empresas",2018,6,"CMAC Arequipa",7.43380084048112,2018-06-01
"514","Créditos pequeñas empresas",2018,6,"CMAC Cusco",5.32107243219232,2018-06-01
"515","Créditos pequeñas empresas",2018,6,"CMAC Huancayo",4.7143446210736,2018-06-01
"516","Créditos pequeñas empresas",2018,6,"CMAC Piura",8.23822069984033,2018-06-01
"517","PréstamosPeq",2018,6,"CMAC Arequipa",7.43380084048112,2018-06-01
"518","PréstamosPeq",2018,6,"CMAC Cusco",5.32748868660244,2018-06-01
"519","PréstamosPeq",2018,6,"CMAC Huancayo",4.71854755889071,2018-06-01
"520","PréstamosPeq",2018,6,"CMAC Piura",8.23307580438587,2018-06-01
"521","Créditos a microempresas",2018,6,"CMAC Arequipa",5.01384064664549,2018-06-01
"522","Créditos a microempresas",2018,6,"CMAC Cusco",6.25342106058509,2018-06-01
"523","Créditos a microempresas",2018,6,"CMAC Huancayo",4.60457173342532,2018-06-01
"524","Créditos a microempresas",2018,6,"CMAC Piura",8.21844179319808,2018-06-01
"525","PréstamosMicro",2018,6,"CMAC Arequipa",5.01384064664549,2018-06-01
"526","PréstamosMicro",2018,6,"CMAC Cusco",6.2560736050516,2018-06-01
"527","PréstamosMicro",2018,6,"CMAC Huancayo",4.60211076872925,2018-06-01
"528","PréstamosMicro",2018,6,"CMAC Piura",8.19430180096234,2018-06-01
"529","Créditos pequeñas empresas",2018,7,"CMAC Arequipa",7.36096534710781,2018-07-01
"530","Créditos pequeñas empresas",2018,7,"CMAC Cusco",5.48252703879021,2018-07-01
"531","Créditos pequeñas empresas",2018,7,"CMAC Huancayo",4.93399338171895,2018-07-01
"532","Créditos pequeñas empresas",2018,7,"CMAC Piura",7.92161708289167,2018-07-01
"533","PréstamosPeq",2018,7,"CMAC Arequipa",7.36096534710781,2018-07-01
"534","PréstamosPeq",2018,7,"CMAC Cusco",5.49177783812827,2018-07-01
"535","PréstamosPeq",2018,7,"CMAC Huancayo",4.93859895097041,2018-07-01
"536","PréstamosPeq",2018,7,"CMAC Piura",7.91292236226863,2018-07-01
"537","Créditos a microempresas",2018,7,"CMAC Arequipa",4.90192889238677,2018-07-01
"538","Créditos a microempresas",2018,7,"CMAC Cusco",6.39148418208514,2018-07-01
"539","Créditos a microempresas",2018,7,"CMAC Huancayo",4.78162852622794,2018-07-01
"540","Créditos a microempresas",2018,7,"CMAC Piura",4.57407369723519,2018-07-01
"541","PréstamosMicro",2018,7,"CMAC Arequipa",4.90192889238677,2018-07-01
"542","PréstamosMicro",2018,7,"CMAC Cusco",6.39372902473758,2018-07-01
"543","PréstamosMicro",2018,7,"CMAC Huancayo",4.77922348872243,2018-07-01
"544","PréstamosMicro",2018,7,"CMAC Piura",4.54702810220281,2018-07-01
"545","Créditos pequeñas empresas",2018,8,"CMAC Arequipa",7.62818602528326,2018-08-01
"546","Créditos pequeñas empresas",2018,8,"CMAC Cusco",5.60624739950403,2018-08-01
"547","Créditos pequeñas empresas",2018,8,"CMAC Huancayo",5.06318277456727,2018-08-01
"548","Créditos pequeñas empresas",2018,8,"CMAC Piura",8.17194641566745,2018-08-01
"549","PréstamosPeq",2018,8,"CMAC Arequipa",7.62818602528326,2018-08-01
"550","PréstamosPeq",2018,8,"CMAC Cusco",5.61683044330203,2018-08-01
"551","PréstamosPeq",2018,8,"CMAC Huancayo",5.06798133021055,2018-08-01
"552","PréstamosPeq",2018,8,"CMAC Piura",8.16428894358385,2018-08-01
"553","Créditos a microempresas",2018,8,"CMAC Arequipa",4.88001035207059,2018-08-01
"554","Créditos a microempresas",2018,8,"CMAC Cusco",6.52871578905407,2018-08-01
"555","Créditos a microempresas",2018,8,"CMAC Huancayo",4.89839831999017,2018-08-01
"556","Créditos a microempresas",2018,8,"CMAC Piura",4.73910551568997,2018-08-01
"557","PréstamosMicro",2018,8,"CMAC Arequipa",4.88001035207059,2018-08-01
"558","PréstamosMicro",2018,8,"CMAC Cusco",6.53127342280477,2018-08-01
"559","PréstamosMicro",2018,8,"CMAC Huancayo",4.89603250971617,2018-08-01
"560","PréstamosMicro",2018,8,"CMAC Piura",4.71244286291141,2018-08-01
"561","Créditos pequeñas empresas",2018,9,"CMAC Arequipa",7.54022591710009,2018-09-01
"562","Créditos pequeñas empresas",2018,9,"CMAC Cusco",5.20985377044658,2018-09-01
"563","Créditos pequeñas empresas",2018,9,"CMAC Huancayo",4.77248833895263,2018-09-01
"564","Créditos pequeñas empresas",2018,9,"CMAC Piura",8.40937888825133,2018-09-01
"565","PréstamosPeq",2018,9,"CMAC Arequipa",7.54022591710009,2018-09-01
"566","PréstamosPeq",2018,9,"CMAC Cusco",5.21785390539429,2018-09-01
"567","PréstamosPeq",2018,9,"CMAC Huancayo",4.76992214015731,2018-09-01
"568","PréstamosPeq",2018,9,"CMAC Piura",8.40249437510349,2018-09-01
"569","Créditos a microempresas",2018,9,"CMAC Arequipa",4.96250819236096,2018-09-01
"570","Créditos a microempresas",2018,9,"CMAC Cusco",6.32642967849435,2018-09-01
"571","Créditos a microempresas",2018,9,"CMAC Huancayo",4.55610055410912,2018-09-01
"572","Créditos a microempresas",2018,9,"CMAC Piura",5.04294391607539,2018-09-01
"573","PréstamosMicro",2018,9,"CMAC Arequipa",4.96250819236096,2018-09-01
"574","PréstamosMicro",2018,9,"CMAC Cusco",6.32962130985657,2018-09-01
"575","PréstamosMicro",2018,9,"CMAC Huancayo",4.55376234298977,2018-09-01
"576","PréstamosMicro",2018,9,"CMAC Piura",5.01695508474202,2018-09-01
"577","Créditos pequeñas empresas",2019,1,"CMAC Arequipa",7.07368923407555,2019-01-01
"578","Créditos pequeñas empresas",2019,1,"CMAC Cusco",4.77098716855453,2019-01-01
"579","Créditos pequeñas empresas",2019,1,"CMAC Huancayo",4.68404859985574,2019-01-01
"580","Créditos pequeñas empresas",2019,1,"CMAC Piura",8.09869838346192,2019-01-01
"581","PréstamosPeq",2019,1,"CMAC Arequipa",7.07368923407555,2019-01-01
"582","PréstamosPeq",2019,1,"CMAC Cusco",4.7768664500822,2019-01-01
"583","PréstamosPeq",2019,1,"CMAC Huancayo",4.68717949132278,2019-01-01
"584","PréstamosPeq",2019,1,"CMAC Piura",8.09599014180234,2019-01-01
"585","Créditos a microempresas",2019,1,"CMAC Arequipa",4.57609757291497,2019-01-01
"586","Créditos a microempresas",2019,1,"CMAC Cusco",6.24180352563754,2019-01-01
"587","Créditos a microempresas",2019,1,"CMAC Huancayo",4.61399347559261,2019-01-01
"588","Créditos a microempresas",2019,1,"CMAC Piura",5.73353933996741,2019-01-01
"589","PréstamosMicro",2019,1,"CMAC Arequipa",4.57609757291497,2019-01-01
"590","PréstamosMicro",2019,1,"CMAC Cusco",6.24252498496335,2019-01-01
"591","PréstamosMicro",2019,1,"CMAC Huancayo",4.61189910838379,2019-01-01
"592","PréstamosMicro",2019,1,"CMAC Piura",5.71504231185733,2019-01-01
"593","Créditos pequeñas empresas",2019,10,"CMAC Arequipa",7.59832776168249,2019-10-01
"594","Créditos pequeñas empresas",2019,10,"CMAC Cusco",5.01480796269953,2019-10-01
"595","Créditos pequeñas empresas",2019,10,"CMAC Huancayo",2.86448310664472,2019-10-01
"596","Créditos pequeñas empresas",2019,10,"CMAC Piura",8.26927921567907,2019-10-01
"597","PréstamosPeq",2019,10,"CMAC Arequipa",7.59832776168249,2019-10-01
"598","PréstamosPeq",2019,10,"CMAC Cusco",5.01779849518256,2019-10-01
"599","PréstamosPeq",2019,10,"CMAC Huancayo",2.8673086454463,2019-10-01
"600","PréstamosPeq",2019,10,"CMAC Piura",8.2862789510158,2019-10-01
"601","Créditos a microempresas",2019,10,"CMAC Arequipa",5.37606221164115,2019-10-01
"602","Créditos a microempresas",2019,10,"CMAC Cusco",7.16558305273899,2019-10-01
"603","Créditos a microempresas",2019,10,"CMAC Huancayo",3.95127983304407,2019-10-01
"604","Créditos a microempresas",2019,10,"CMAC Piura",6.74744123813156,2019-10-01
"605","PréstamosMicro",2019,10,"CMAC Arequipa",5.37606221164115,2019-10-01
"606","PréstamosMicro",2019,10,"CMAC Cusco",7.16558305273899,2019-10-01
"607","PréstamosMicro",2019,10,"CMAC Huancayo",3.95131110157382,2019-10-01
"608","PréstamosMicro",2019,10,"CMAC Piura",6.73142133954456,2019-10-01
"609","Créditos pequeñas empresas",2019,11,"CMAC Arequipa",7.46101629943759,2019-11-01
"610","Créditos pequeñas empresas",2019,11,"CMAC Cusco",4.85361906281235,2019-11-01
"611","Créditos pequeñas empresas",2019,11,"CMAC Huancayo",2.97289054906777,2019-11-01
"612","Créditos pequeñas empresas",2019,11,"CMAC Piura",8.01984307537077,2019-11-01
"613","PréstamosPeq",2019,11,"CMAC Arequipa",7.46101629943759,2019-11-01
"614","PréstamosPeq",2019,11,"CMAC Cusco",4.85622115466118,2019-11-01
"615","PréstamosPeq",2019,11,"CMAC Huancayo",2.97573271768486,2019-11-01
"616","PréstamosPeq",2019,11,"CMAC Piura",8.02638418013626,2019-11-01
"617","Créditos a microempresas",2019,11,"CMAC Arequipa",5.40574370458981,2019-11-01
"618","Créditos a microempresas",2019,11,"CMAC Cusco",6.98296164831742,2019-11-01
"619","Créditos a microempresas",2019,11,"CMAC Huancayo",4.00802489925503,2019-11-01
"620","Créditos a microempresas",2019,11,"CMAC Piura",6.83606504387829,2019-11-01
"621","PréstamosMicro",2019,11,"CMAC Arequipa",5.40574370458981,2019-11-01
"622","PréstamosMicro",2019,11,"CMAC Cusco",6.98296164831742,2019-11-01
"623","PréstamosMicro",2019,11,"CMAC Huancayo",4.00805039438124,2019-11-01
"624","PréstamosMicro",2019,11,"CMAC Piura",6.81886452787174,2019-11-01
"625","Créditos pequeñas empresas",2019,12,"CMAC Arequipa",6.61214160964637,2019-12-01
"626","Créditos pequeñas empresas",2019,12,"CMAC Cusco",4.43427229410638,2019-12-01
"627","Créditos pequeñas empresas",2019,12,"CMAC Huancayo",2.71588083531942,2019-12-01
"628","Créditos pequeñas empresas",2019,12,"CMAC Piura",8.10068417732711,2019-12-01
"629","PréstamosPeq",2019,12,"CMAC Arequipa",6.61214160964637,2019-12-01
"630","PréstamosPeq",2019,12,"CMAC Cusco",4.43644479326687,2019-12-01
"631","PréstamosPeq",2019,12,"CMAC Huancayo",2.71765014370908,2019-12-01
"632","PréstamosPeq",2019,12,"CMAC Piura",8.11160884290801,2019-12-01
"633","Créditos a microempresas",2019,12,"CMAC Arequipa",4.59227170234513,2019-12-01
"634","Créditos a microempresas",2019,12,"CMAC Cusco",6.71543313304725,2019-12-01
"635","Créditos a microempresas",2019,12,"CMAC Huancayo",3.9150004682373,2019-12-01
"636","Créditos a microempresas",2019,12,"CMAC Piura",6.66950843135848,2019-12-01
"637","PréstamosMicro",2019,12,"CMAC Arequipa",4.59227170234513,2019-12-01
"638","PréstamosMicro",2019,12,"CMAC Cusco",6.71543313304725,2019-12-01
"639","PréstamosMicro",2019,12,"CMAC Huancayo",3.91490559071789,2019-12-01
"640","PréstamosMicro",2019,12,"CMAC Piura",6.66335168754206,2019-12-01
"641","Créditos pequeñas empresas",2019,2,"CMAC Arequipa",7.44072488777658,2019-02-01
