"","Concepto","CMAC Arequipa","CMAC Cusco","CMAC Huancayo","CMAC Piura","year","mes","Mes"
"243","Créditos a microempresas",3.49295327807395,3.0251587147828,1.50605664085619,6.61291287661491,2021,1,2021-01-01
"244","PréstamosMicro",3.49295327807395,3.0251587147828,1.50605664085619,6.59732166600208,2021,1,2021-01-01
"245","Créditos pequeñas empresas",4.42165079028152,2.39904831333102,2.27957128009021,7.67683506649412,2021,2,2021-02-01
"246","PréstamosPeq",4.42165079028152,2.39949616702437,2.28033556726583,7.66840354344557,2021,2,2021-02-01
"247","Créditos a microempresas",3.65070969202965,3.37995473818915,2.14458577175152,7.4744698713855,2021,2,2021-02-01
"248","PréstamosMicro",3.65070969202965,3.37995473818915,2.14458577175152,7.45980157581528,2021,2,2021-02-01
"249","Créditos pequeñas empresas",4.28901344545991,2.67969995887426,3.58855655048687,9.18919280870957,2021,3,2021-03-01
"250","PréstamosPeq",4.28901344545991,2.68017113883399,3.58892242189064,9.18695885455186,2021,3,2021-03-01
"251","Créditos a microempresas",3.85358131188641,3.86878026873478,3.59026887443922,9.04774256468811,2021,3,2021-03-01
"252","PréstamosMicro",3.85358131188641,3.86878026873478,3.59026887443922,9.02818930230855,2021,3,2021-03-01
"253","Créditos pequeñas empresas",4.23159113512158,2.55330222828598,4.02789840408553,9.4742119276623,2021,4,2021-04-01
"254","PréstamosPeq",4.23159113512158,2.55367917767136,4.0282678833843,9.47267177503299,2021,4,2021-04-01
"255","Créditos a microempresas",3.61092033738147,3.82487564509471,3.46780301845779,10.0174138628818,2021,4,2021-04-01
"256","PréstamosMicro",3.61092033738147,3.82487564509471,3.46780301845779,9.99589341401678,2021,4,2021-04-01
"257","Créditos pequeñas empresas",4.15395914216595,2.73404889929908,4.1450456663047,9.31280957210168,2021,5,2021-05-01
"258","PréstamosPeq",4.15395914216595,2.73440124466168,4.14538834901755,9.31105640289628,2021,5,2021-05-01
"259","Créditos a microempresas",3.43635939140291,4.0552843387145,3.66106788336894,9.7645064132632,2021,5,2021-05-01
"260","PréstamosMicro",3.43635939140291,4.05536236141377,3.66106788336894,9.74461419729786,2021,5,2021-05-01
"261","Créditos pequeñas empresas",4.13764197666792,2.5602471865781,3.61342165005866,8.34749244017253,2021,6,2021-06-01
"262","PréstamosPeq",4.13764197666792,2.56055071689385,3.61368822721761,8.34856338963107,2021,6,2021-06-01
"263","Créditos a microempresas",3.48580862657709,3.73713584197731,3.17442887143332,8.98163732565634,2021,6,2021-06-01
"264","PréstamosMicro",3.48580862657709,3.73719172430538,3.17442887143332,8.96119366685752,2021,6,2021-06-01
"265","Créditos pequeñas empresas",4.15518328359853,2.77002422513863,4.76687586453505,8.42119074616611,2021,7,2021-07-01
"266","PréstamosPeq",4.15518328359853,2.77033534754033,4.76719077801668,8.42214645374014,2021,7,2021-07-01
"267","Créditos a microempresas",3.57702864617559,3.86418599428486,4.00140149853328,8.82019959243856,2021,7,2021-07-01
"268","PréstamosMicro",3.57702864617559,3.86422680524782,4.00140149853328,8.79953849248969,2021,7,2021-07-01
"269","Créditos pequeñas empresas",4.15818140154,2.80863763478785,4.03190736815719,8.21369673167723,2021,8,2021-08-01
"270","PréstamosPeq",4.15818140154,2.80892703554198,4.03214496260367,8.21286951492101,2021,8,2021-08-01
"271","Créditos a microempresas",3.51991393505205,3.55583715495138,3.61391458541305,8.0404922473294,2021,8,2021-08-01
"272","PréstamosMicro",3.51991393505205,3.55585959155579,3.61391458541305,8.02532219850133,2021,8,2021-08-01
"273","Créditos pequeñas empresas",4.12952958033094,3.20829860636805,4.11344131519664,7.7488662695404,2021,9,2021-09-01
"274","PréstamosPeq",4.12952958033094,3.20836401722061,4.1136490260313,7.75482041238188,2021,9,2021-09-01
"275","Créditos a microempresas",3.48577864933559,3.45678189154529,3.03065030548217,6.38216890702075,2021,9,2021-09-01
"276","PréstamosMicro",3.48577864933559,3.45678950135248,3.03065030548217,6.36851016666611,2021,9,2021-09-01
